JobRefNo,DigerPozisyon,Qualifications,Classification
3412364,Harita Şefi,"<p class=""x_MsoNormal"">&nbsp;</p><p class=""x_MsoNormal"">Faaliyet gösterdiğimiz sektörlerde, her zaman Türkiye’nin öncü kuruluşları arasında yer alarak, ülke ekonomisine katma değer sağlamayı hedefleyen İnvest EBA İnşaat Yapı AŞ ‘de&nbsp; Harita Mühendisliği veya &nbsp;Jeodezi ve Fotogrametri Mühendisliği bölümlerinden birinde 4 yıllık lisans eğitimi alan&nbsp; mühendisler;</p><ul type=""disc""><li class=""x_MsoNormal"">Temel mühendislik, yapım uygulama , alt ve üst yapı imalat kalemleri konusunda tecrübe sahibi ,</li><li class=""x_MsoNormal"">Alet bilgisi, </li><li class=""x_MsoNormal"">İleri matematik, </li><li class=""x_MsoNormal"">Bilişim sistemleri, </li><li class=""x_MsoNormal"">Plan ve proje bilgisi alanlarında yetkin , </li><li class=""x_MsoNormal"">Alanında minimum 10 yıl deneyimi olan, </li><li class=""x_MsoNormal"">Tercihen lüks konut ve karma projelere hakim, </li><li class=""x_MsoNormal"">AutoCad, NetCad, MS Office program ve yazılımlarını etkin kullanabilen,</li><li class=""x_MsoNormal"">Total Station, GPS cihazlarını kullanabilen, </li><li class=""x_MsoNormal"">Proje, kot ve koordinat bilgisi yüksek, okuma ve sahaya aplike etme konusunda tecrübeli,</li><li class=""x_MsoNormal"">Proje, keşif, metraj, hakediş, kesin hesap alanlarında tecrübeli</li><li class=""x_MsoNormal"">Aylık hakediş ölçümlerini yapabilecek, </li><li class=""x_MsoNormal"">Analitik düşünme yeteneğine sahip ve çözüm odaklı, </li><li class=""x_MsoNormal"">Seyahat engeli olmayan, </li><li class=""x_MsoNormal"">Erkek adaylar için askerliğini yapmış olmak, </li><li class=""x_MsoNormal"">Esnek çalışma saatlerine yatkın, </li><li class=""x_MsoNormal"">Raporlama kabiliyeti olan, </li><li class=""x_MsoNormal"">Veri toplama ve veri raporlama&nbsp;yetkinlikleri gelişmiş, </li><li class=""x_MsoNormal"">Planlama ve organize etme yeteneğine sahip, </li><li class=""x_MsoNormal"">Ekip Yönetimi konusunda tecrübeli, </li><li class=""x_MsoNormal"">İş takibi konusunda titiz, araştırmacı, </li><li class=""x_MsoNormal"">İletişim becerileri ve insan ilişkileri güçlü, </li><li class=""x_MsoNormal"">Seyahat engeli olmayan. </li></ul><p class=""x_MsoNormal"">&nbsp;</p><p class=""x_MsoNormal"">İŞ TANIMI:</p><p></p><ul type=""disc""><li class=""x_MsoNormal"">Harita ekibinin yönetilmesi, </li><li class=""x_MsoNormal"">Mobilizasyon çalışmalarının sayısallaştırılması , </li><li class=""x_MsoNormal"">Sahada yapılan alt ve üstyapı uygulama ve &nbsp;asbuilt ölçüm hizmetlerinin yaptırılması,</li><li class=""x_MsoNormal"">Hakedişlerin hazırlatılması ve kontrolünün yapılması, </li><li class=""x_MsoNormal"">Kamulaştırma ihtiyacı olduğunda dosyanın hazırlığına veri sağlamak ,</li><li class=""x_MsoNormal"">İmar planlarının hazırlanarak Belediye onaylarının sağlanması için veri sağlamak ,&nbsp;</li><li class=""x_MsoNormal"">Harita kontrollerinin yapılması, </li><li class=""x_MsoNormal"">Kamulaştırma dosyalarının kontrol edilmesi, </li><li class=""x_MsoNormal"">İlgili birimin mevcut veya potansiyel projeleri kapsamındaki&nbsp; operasyonel ve yönetsel süreçlerine dahil olmak,</li><li class=""x_MsoNormal"">Kendi alanında iş geliştirme ve eğitim faaliyetlerini yürütebilmek.</li></ul>",İnşaat
3412301,Dizayn Ofis Mimarı,"<p class=""x_x_x_x_x_x_x_x_x_MsoNormal"">Şirketimizin Ankara'da üstlendiği üstyapı projesinde görevlendirilmek üzere,</p><ul type=""disc""><li class=""x_x_x_x_x_x_x_x_x_MsoNormal"">Üniversitelerin Mimarlık bölümünden mezun,</li><li class=""x_x_x_x_x_x_x_x_x_MsoNormal"">En az 10 yıl tecrübeli ve tercihen büyük ölçekli yüksek yapı projelerinde en az 5 yıl tecrübesi bulunan,</li><li class=""x_x_x_x_x_x_x_x_x_MsoNormal"">Uygulama projeleri kontrolü ve disiplinler arası proje süperpozesinde deneyimli,</li><li class=""x_x_x_x_x_x_x_x_x_MsoNormal"">Uygulama, shop-drawing, as-built&nbsp;projeleri çizimlerinde deneyimli,</li><li class=""x_x_x_x_x_x_x_x_x_MsoNormal"">Uygulama detayları konusunda bilgi sahibi olan,</li><li class=""x_x_x_x_x_x_x_x_x_MsoNormal"">Yoğun çalışma temposu ve esnek çalışma saatlerine uyum sağlayabilen,</li><li class=""x_x_x_x_x_x_x_x_x_MsoNormal"">Takım çalışmasına yatkın, analitik düşünme yetisi olan, sorumluluk sahibi ve disiplinli,</li><li class=""x_x_x_x_x_x_x_x_x_MsoNormal"">Bilgisayar programlarını (MS Office, Autocad) çok iyi derecede kullanabilen,</li><li class=""x_x_x_x_x_x_x_x_x_MsoNormal"">İletişim becerisi güçlü, </li><li class=""x_x_x_x_x_x_x_x_x_MsoNormal"">Ankara'da ikamet eden/edebilecek, </li><li class=""x_x_x_x_x_x_x_x_x_MsoNormal"">İş Güvenliği ve Kalite Yönetimi Odaklı çalışabilecek,</li></ul><p></p><p class=""x_x_x_x_x_x_x_x_x_MsoNormal"">""Dizayn Ofis Mimarı"" aramaktayız.</p>",İnşaat
3412297,İnce İşler Teknikeri,"<p class=""x_x_x_x_x_MsoNormal"">Şirketimizin Ankara'da yapımını üstlendiği üstyapı projesinde görevlendirilmek üzere,</p><ul type=""disc""><li class=""x_x_x_x_x_MsoNormal"">Meslek Yüksek Okullarının İnşaat bölümünden mezun,</li><li class=""x_x_x_x_x_MsoNormal"">Tercihen büyük ölçekli yüksek yapı projelerinde en az 5 yıl tecrübesi bulunan,</li><li class=""x_x_x_x_x_MsoNormal"">Yoğun çalışma temposu ve esnek çalışma saatlerine uyum sağlayabilen,</li><li class=""x_x_x_x_x_MsoNormal"">Takım çalışmasına yatkın, analitik düşünme yetisi olan, çözüm odaklı insiyatif kullanan, sorumluluk sahibi ve disiplinli,</li><li class=""x_x_x_x_x_MsoNormal"">Projeye ait uygulamaların; proje esaslarına, İşveren ve Altyüklenici Sözleşmelerindeki şartlara göre yaptırılmasını sağlayacak ve kontrol edebilecek,</li><li class=""x_x_x_x_x_MsoNormal"">Bilgisayar programlarını (MS Office, Autocad) yeterli derecede kullanabilen,</li><li class=""x_x_x_x_x_MsoNormal"">Proje okuma, ataşman, as-built hazırlanması vb. konularda tecrübeli,</li><li class=""x_x_x_x_x_MsoNormal"">İletişim becerisi güçlü, </li><li class=""x_x_x_x_x_MsoNormal"">Ankara'da ikamet eden/edebilecek, </li><li class=""x_x_x_x_x_MsoNormal"">İş Güvenliği ve Kalite Yönetimi Odaklı çalışabilecek,</li></ul><p></p><p class=""x_x_x_x_x_MsoNormal"">""İnce İşler Teknikeri"" aramaktayız.</p>",İnşaat
3412283,Mimar,"<p>prestijli projelerimizin&nbsp; mimari proje cizimi ve uygulamasında görev alacak 2 ila 5 yıl&nbsp; deneyimli&nbsp; ,takım çalışmasına uygun, sorumluluk sahibi,&nbsp; kayseride ikamet eden&nbsp; &nbsp;mimar&nbsp;</p>",İnşaat
3412282,Harita Mühendisi,"<p>GENEL NİTELİKLER VE İŞ TANIMI</p><p>Devlet Su işlerine bağlı gölet sulama ve taşkın koruma gibi alanlarda faaliyet gösteren firmamızın devam eden Kırklareli, Sivas, Gümüşhane/Kelkit projelerinde görevlendirilmek üzere;</p><p></p><ul><li>Üniversitelerin Harita Mühendisliği bölümünden mezun,</li><li>Alanında minimum 5 yıl deneyimi olan,</li><li>Tercihen sulama ve gölet projelerine hakim,</li><li>AutoCad, NetCad, MS Office program ve yazılımlarını etkin kullanabilen,</li><li>Total Station, GPS cihazlarını kullanabilen,</li><li>Proje, kot ve koordinat bilgisi yüksek, okuma ve sahaya aplike etme konusunda tecrübeli,</li><li>Proje, keşif, metraj, hakediş, kesin hesap, kübaj hesapları alanlarında tecrübeli</li><li>İşlerimizin tümü alt yüklenici taşeronlara verilmiş olup, kendi harita mühendisleri ve ya harita teknikerleri mevcut olup onların kontrolünü sağlayabilecek donanıma sahip,</li><li>Aylık hakediş ölçümlerini yapabilecek,</li><li>Analitik düşünme yeteneğine sahip ve çözüm odaklı,</li><li>Seyahat engeli olmayan,</li><li>Erkek adaylar için askerliğini yapmış olmak,</li><li>Esnek çalışma saatlerine yatkın,</li></ul><p></p><p>“Harita Mühendisi"" olarak görev alacak takım arkadaşları aramaktayız.</p>",İnşaat
3412263,Harita Teknikeri,<p>B sınıfı ehliyeti olan&nbsp;</p><p>Netcad ve AutoCAD kullanmayı bilen&nbsp;</p><p>Cors ile ölçüm yapabilecek&nbsp;</p><p>Erkek adaylar önceliklidir&nbsp;</p><p><br></p>,İnşaat
3412257,İnşaat Mühendisi / Kahramanmaraş,<p>Danışmanlığını yapmış olduğumuz bir İnşaat Şirketi için <strong><u>ÇELİK YAPILAR konusunda tecrübeli KAHRAMANMARAŞ 'ta görev alacak&nbsp;</u></strong>İnşaat Mühendisi arayışımız bulunmaktadır.&nbsp;</p>,İnşaat
3412226,İç Mimar,"<p>Seda Bilgin İnteriors - The North Shield Pub</p><p>Ofisimizde The North Shield Pub ve ev projelerinde tasarım ve sunum aşamasında iyi derece 3 boyut çizim yapabilen, Autocad, 3DS max, SketchUP, revit, lumion, photoshop programlarına hakim, uygulama projesi ve şantiye takibi yapabilecek deneyimde iç mimar aramaktayız.<br></p>",İnşaat
3412211,Kaba İnşaat Şefi,"<p>Sakarya Sapanca'da bulunan villa sitesi projemiz için kaba inşaat şefi&nbsp; arıyoruz. Saha ve kaba işler tecrübeli adaylardan alım yapılacaktır. Sahaya hakim tüm imalatları detaylı inceleyecek ve ustalara uygulatacak, hakediş yapacak, süreçte ekibimiz ile takım çalışması halinde olup uyumlu çalışabilecek adayların başvurularını bekliyoruz.&nbsp;</p><p>Deneyim:&nbsp; Kaba inşaatta minimum 2-3 yıl deneyimli inşaat mühendisliği bölümlerinden mezun adaylar arıyoruz</p><p>Maaş Tutarı :Maaş 13000-15000 tl tutarındadır kişinin performansına göre belirlenecektir (min 13000-max15000)</p><p>Konaklama: Kaba inşaat şefi&nbsp; olarak çalışacak kişi kendisine tahsis ettiğimiz&nbsp; sahadaki konteynır içerisinde kalacaktır.</p><p><br></p>",İnşaat
3412208,Şantiye Şefi,"<p class=""x_MsoNormal"">Şahinler Holding A.Ş. grup firmalarından Elazığ lokasyonunda görevlendirilmek üzere&nbsp;<strong>""Şantiye Şefi""</strong>&nbsp;istihdam edilecektir.<br></p><ul type=""disc""><li class=""x_MsoNormal"">İnşaat Mühendisliği mezunu, </li><li class=""x_MsoNormal"">En az alanında 10 yıl deneyime sahip, </li><li class=""x_MsoNormal"">Tercihen Yeşil Proje kapsamında tecrübeli, </li><li class=""x_MsoNormal"">MS Office programlarını etkin kullanabilen, </li><li class=""x_MsoNormal"">Auto CAD&nbsp;programını bilen, </li><li class=""x_MsoNormal"">Ekip çalışmasına yatkın, iletişimi güçlü, </li><li class=""x_MsoNormal"">Erkek adaylar için askerlik görevini tamamlamış,</li><li class=""x_MsoNormal"">Elazığ da ikamet edebilecek, </li><li class=""x_MsoNormal"">Proaktif yönetim yönetim becerisine becerisine sahip. </li></ul><p class=""x_MsoNormal"">İŞ TANIMI</p><p></p><ul type=""disc""><li class=""x_MsoNormal"">Sahada görev yapan inşaat personelinin sevk ve idaresini sağlamak,&nbsp;</li><li class=""x_MsoNormal"">Projenin tüm üretim aşamalarında (Teknik, mali, idari, satın alma yönetimi, Planlama, organizasyon vb) koordinasyon ve yönetme becerilerine sahip,</li><li class=""x_MsoNormal"">Projenin zaman, bütçe, kalite ve İSG kriterleri açısından en efektif ve verimli şekilde yönetmek,</li><li class=""x_MsoNormal"">Metraj ve Hakedişleri yapmak, </li><li class=""x_MsoNormal"">Şantiye günlük,haftalık ve aylık çalışmalarını üst yönetime raporlamak,</li><li class=""x_MsoNormal"">İş programına göre işin yapılımını sağlamak, gerekli revizyonları gerçekleştirmek.</li></ul>",İnşaat
3412207,İnşaat Proje Müdürü,"<p>Şahinler Holding A.Ş. Genel Merkez' inde görevlendirilmek üzere&nbsp;""İnşaat Proje Müdürü""&nbsp;istihdam edilecektir.<br></p><ul type=""disc""><li class=""x_x_x_x_x_MsoNormal"">Fakültelerin İnşaat Mühendisliği- Mimarlık bölümünden mezun,&nbsp;</li><li class=""x_x_x_x_x_MsoNormal"">Organizasyon becerisi yüksek,&nbsp; </li><li class=""x_x_x_x_x_MsoNormal"">Aktif ve dinamik bir yapıya sahip, motivasyonu yüksek,&nbsp;</li><li class=""x_x_x_x_x_MsoNormal"">Öncelikli olarak, konut ve alışveriş merkezi inşaatları konularında olmak üzere deneyim en az 10 yıl tecrübeye sahip,&nbsp;</li><li class=""x_x_x_x_x_MsoNormal"">İmar Mevzuatı, İş Sağlığı ve Güveliği vb. konularda ilgili mevzuata hakim,&nbsp;</li><li class=""x_x_x_x_x_MsoNormal"">Proje ile ilgili yerel yönetimler ve ilgili kurumlar ile ilişkileri yönetebilecek,&nbsp;</li><li class=""x_x_x_x_x_MsoNormal"">Yerli veya yabancı yatırımcı şirketlerle ve finans kuruluşları ile ilişkileri yürütebilecek ve&nbsp;geliştirebilecek &nbsp;yetkinlikte,&nbsp;</li><li class=""x_x_x_x_x_MsoNormal"">İletişim ve sorun çözme becerileri yüksek,&nbsp; </li><li class=""x_x_x_x_x_MsoNormal"">Prezantabl,&nbsp; </li><li class=""x_x_x_x_x_MsoNormal"">Esnek çalışma saatlerine uyumlu,&nbsp; </li><li class=""x_x_x_x_x_MsoNormal"">Seyahat engeli olmayan,&nbsp; </li><li class=""x_x_x_x_x_MsoNormal"">Yazılı ve sözlü olarak iyi derecede İngilizce bilen.</li></ul><p>İŞ TANIMI</p><ul type=""disc""><li class=""x_x_x_x_x_MsoNormal"">Devam eden inşaat projelerinin sorumluluğunun üstlenebilecek,&nbsp;</li><li class=""x_x_x_x_x_MsoNormal"">Fizibilite çalışmalarını yürütebilecek, </li><li class=""x_x_x_x_x_MsoNormal"">İnşaat projelerinin; mali, teknik, idari ve hukuki tüm süreçlerini kontrol edip yönetebilecek,</li><li class=""x_x_x_x_x_MsoNormal"">İnşaatın tamamlanmasına kadar tüm aşamalarda; personel temini, satın alma, işçilik satın almaları (malzemeli, malzemesiz, anahtar teslimi ihale, bölümler halinde ihale vb.) tüm proje sürecinde yapılacak işleri organize edip yönetebilecek, &nbsp; </li><li class=""x_x_x_x_x_MsoNormal"">Projenin pazarlama ve satış süreçlerindeki politikaları oluşturup yönetebilecek,&nbsp;</li><li class=""x_x_x_x_x_MsoNormal"">Üst yönetime projenin her aşamasında raporlama yapacak.</li></ul>",İnşaat
3412205,İnşaat Koordinatörü,"<p class=""x_x_x_MsoNormal"">Şahinler Holding A.Ş. Genel Merkez' inde görevlendirilmek üzere&nbsp;""İnşaat Koordinatörü""&nbsp;istihdam edilecektir.</p><ul type=""disc""><li class=""x_x_x_MsoNormal"">Fakültelerin İnşaat Mühendisliği bölümünden mezun, </li><li class=""x_x_x_MsoNormal"">Yeni inşaat projelerinin yönetimini üstlenebilecek, </li><li class=""x_x_x_MsoNormal"">Organizasyon becerisi yüksek, </li><li class=""x_x_x_MsoNormal"">Aktif ve dinamik bir yapıya sahip, </li><li class=""x_x_x_MsoNormal"">Müteahhitlik karnesi olan, </li><li class=""x_x_x_MsoNormal"">Motivasyonu yüksek, </li><li class=""x_x_x_MsoNormal"">Öncelikli olarak, konut ve otel inşaatları konularında olmak üzere en az 7 yıl toplam 20 yıl mesleki tecrübe sahibi,</li><li class=""x_x_x_MsoNormal"">İmar Mevzuatı, İş sağlığı ve güveliği vb. konularda ilgili mevzuata hakim,</li><li class=""x_x_x_MsoNormal"">Proje ile ilgili yerel yönetimler ve ilgili kurumlar ile ilişkileri yönetebilecek,</li><li class=""x_x_x_MsoNormal"">Yerli veya yabancı yatırımcı şirketlerle ve finans kuruluşları ile ilişkileri yürütebilecek, geliştirebilecek yetkinlikte,</li><li class=""x_x_x_MsoNormal"">İletişim ve sorun çözme becerileri yüksek, </li><li class=""x_x_x_MsoNormal"">Esnek çalışma saatlerine uyumlu, </li><li class=""x_x_x_MsoNormal"">Seyahat engeli olmayan, </li><li class=""x_x_x_MsoNormal"">Yazılı ve Sözlü olarak iyi derecede İngilizce lisan bilgisine sahip,</li><li class=""x_x_x_MsoNormal"">Firmamızın misyonu ve değerleri çerçevesinde çalışacak&nbsp;Genel Müdür&nbsp;istihdam edilecektir.</li></ul><p class=""x_x_x_MsoNormal""><strong>İŞ TANIMI</strong></p><ul type=""disc""><li class=""x_x_x_MsoNormal"">Fizibilite çalışmalarını organize ederek projelerin lokasyon seçiminin yapılması,</li><li class=""x_x_x_MsoNormal"">Fizibilite çalışmaları sürecinde gayrimenkul değerleme çalışmalarının organize edilmesi,</li><li class=""x_x_x_MsoNormal"">Proje bazında konsept belirlenmesi konusunda çalışma yaparak ve ilgili birimlere destek verilmesi,</li><li class=""x_x_x_MsoNormal"">Projeyi yürütecek ekibin oluşturulması, </li><li class=""x_x_x_MsoNormal"">İnşaat projelerinin; mali, teknik, idari ve hukuki tüm süreçlerinin kontrolü ve yönetilmesi,</li><li class=""x_x_x_MsoNormal"">Tasarımdan inşaatın tamamlanmasına kadar tüm aşamalarda; personel temini, işçilik satın almaları, çeşitli yöntemlerle (malzemeli, malzemesiz, anahtar teslimi ihale, bölümler halinde ihale vb.) tüm proje sürecinde yapılacak işlerin organize edilmesi ve yönetilmesi, </li><li class=""x_x_x_MsoNormal"">Projenin pazarlama ve satış süreçlerindeki politikaların oluşturularak yönetilmesi.</li></ul>",İnşaat
3412203,Mimar,<p>3DSMAX Programını bilen profesyonel seviyede render çıktıları üretebilen ve&nbsp;Aynı zamanda şantiye işlerinede bakabilecek yeni mezun ekip arkadaşı aramaktayız.</p>,İnşaat
